Customer_ID,Total_Spending,Avg_Transaction_Amount,Max_Transaction,Min_Transaction,Std_Transaction_Amount,Transaction_Count,Avg_Satisfaction_Score,Std_Satisfaction,Min_Satisfaction,Max_Satisfaction,Avg_Likelihood_to_Recommend,Min_Likelihood,Max_Likelihood,Count_Bill Payment,Count_Investment,Count_Loan Payment,Count_Purchase,Pct_Bill Payment,Pct_Investment,Pct_Loan Payment,Pct_Purchase,Pct_Business_Hours,Pct_Weekend_Transactions,Avg_Hour_of_Day,Std_Hour_of_Day,Tenure_Days,Days_Since_Last_Transaction,High_Risk_Transaction_Count,Engagement_Breadth,Avg_Feedback_Sentiment,Std_Feedback_Sentiment
378,15605.0,1733.89,4919.0,51.0,1515.09,9,5.0,0.0,5.0,5.0,4.0,4,4,2,2,3,2,22.22,6.41,7.97,4.39,0.11,0.22,7.67,5.34,184,2,2,4,3.0,0.0
379,14620.0,2436.67,4792.0,550.0,1952.08,6,3.0,0.0,3.0,3.0,7.0,7,7,1,1,3,1,16.67,4.41,11.08,2.62,0.5,0.0,10.17,4.79,174,3,1,4,4.0,0.0
380,15311.0,3062.2,4948.0,1555.0,1448.15,5,1.0,0.0,1.0,1.0,5.0,5,5,1,0,1,3,20.0,0.0,4.0,10.34,0.6,0.2,10.2,6.94,108,35,0,3,4.0,0.0
381,3078.0,1026.0,2842.0,69.0,1573.47,3,6.0,0.0,6.0,6.0,7.0,7,7,0,2,1,0,0.0,66.67,1.44,0.0,0.33,0.0,10.0,7.0,80,57,2,2,2.0,0.0
382,21058.0,3509.67,4516.0,1638.0,1016.59,6,10.0,0.0,10.0,10.0,4.0,4,4,2,3,0,1,33.33,7.63,0.0,2.13,0.33,0.33,9.5,7.94,181,21,3,3,1.0,0.0
383,11248.0,2249.6,4988.0,394.0,1957.67,5,7.0,0.0,7.0,7.0,10.0,10,10,0,1,1,3,0.0,20.0,4.0,10.34,0.2,0.8,13.2,9.28,172,9,1,3,1.0,0.0
385,14357.0,3589.25,4993.0,1858.0,1440.21,4,10.0,0.0,10.0,10.0,4.0,4,4,0,1,0,3,0.0,25.0,0.0,10.34,0.25,0.25,3.75,4.79,170,7,1,2,2.0,0.0
386,22013.0,4402.6,4910.0,3665.0,523.66,5,4.0,0.0,4.0,4.0,10.0,10,10,1,0,2,2,20.0,0.0,8.0,6.06,0.6,0.2,15.4,5.94,184,11,0,3,1.0,0.0
387,5697.0,1424.25,3958.0,187.0,1753.08,4,5.0,0.0,5.0,5.0,3.0,3,3,1,2,0,1,25.0,6.9,0.0,2.79,0.0,0.0,20.75,0.96,54,80,2,3,3.0,0.0
388,7296.0,2432.0,3432.0,795.0,1429.25,3,5.0,0.0,5.0,5.0,9.0,9,9,1,1,0,1,33.33,2.75,0.0,2.56,1.0,1.0,15.0,1.0,35,13,1,3,5.0,0.0
389,17320.0,2474.29,4234.0,194.0,1402.08,7,7.0,0.0,7.0,7.0,5.0,5,5,1,3,1,2,14.29,14.09,2.83,5.23,0.14,0.14,9.14,4.81,184,2,3,4,4.0,0.0
390,9314.0,2328.5,4339.0,1134.0,1400.75,4,9.0,0.0,9.0,9.0,4.0,4,4,1,1,0,2,25.0,3.45,0.0,6.16,0.25,0.25,13.0,9.35,152,5,1,3,3.0,0.0
391,5000.0,2500.0,3600.0,1400.0,1555.63,2,8.0,0.0,8.0,8.0,8.0,8,8,1,0,0,1,50.0,0.0,0.0,1.92,0.5,0.5,8.5,2.12,74,97,0,2,3.0,0.0
392,7497.0,3748.5,4879.0,2618.0,1598.77,2,7.0,0.0,7.0,7.0,5.0,5,5,0,1,0,1,0.0,50.0,0.0,1.92,0.5,0.5,10.0,2.83,54,40,1,2,5.0,0.0
393,22365.0,3195.0,4968.0,1535.0,1192.56,7,1.0,0.0,1.0,1.0,3.0,3,3,3,3,0,1,42.86,6.02,0.0,1.79,0.14,0.57,7.29,6.26,203,5,3,3,5.0,0.0
394,9007.0,2251.75,3608.0,524.0,1519.61,4,10.0,0.0,10.0,10.0,2.0,2,2,2,1,1,0,50.0,1.85,1.79,0.0,0.5,0.0,10.0,3.56,173,16,1,3,1.0,0.0
395,6365.0,1591.25,3193.0,53.0,1680.7,4,6.0,0.0,6.0,6.0,8.0,8,8,1,0,2,1,25.0,0.0,6.9,2.79,0.0,0.5,15.25,10.24,170,20,0,3,2.0,0.0
396,18779.0,3755.8,7315.0,2425.0,2040.67,5,10.0,0.0,10.0,10.0,2.0,2,2,1,1,2,1,20.0,4.0,6.9,2.79,0.4,0.4,12.8,6.06,194,6,1,4,2.0,0.0
397,5862.0,1954.0,2791.0,1034.0,881.44,3,9.0,0.0,9.0,9.0,8.0,8,8,0,1,1,1,0.0,33.33,2.75,2.56,0.33,1.0,17.67,3.06,168,34,1,3,5.0,0.0
398,12016.0,3004.0,4073.0,2067.0,862.74,4,7.0,0.0,7.0,7.0,5.0,5,5,0,1,1,2,0.0,25.0,3.45,6.16,0.25,0.25,9.25,9.18,97,26,1,3,2.0,0.0
399,10507.0,2101.4,2587.0,1549.0,445.34,5,1.0,0.0,1.0,1.0,8.0,8,8,3,0,1,1,60.0,0.0,1.54,1.5,0.4,0.2,13.4,5.41,96,27,0,3,5.0,0.0
400,17925.0,3585.0,4477.0,1507.0,1189.68,5,9.0,0.0,9.0,9.0,5.0,5,5,0,2,1,2,0.0,40.0,2.22,4.24,0.4,0.0,16.4,4.56,202,2,2,3,3.0,0.0
401,8722.0,2907.33,4833.0,1167.0,1840.01,3,3.0,0.0,3.0,3.0,1.0,1,1,1,1,1,0,33.33,2.75,2.56,0.0,0.33,0.67,12.67,11.37,103,75,1,3,3.0,0.0
402,14498.0,2899.6,4621.0,10.0,1913.08,5,9.0,0.0,9.0,9.0,2.0,2,2,2,1,2,0,40.0,2.22,4.24,0.0,0.2,0.8,12.2,7.6,140,19,1,3,1.0,0.0
403,9454.0,3151.33,4724.0,847.0,2039.43,3,4.0,0.0,4.0,4.0,6.0,6,6,0,2,0,1,0.0,66.67,0.0,1.44,0.67,0.0,11.67,4.62,114,91,2,2,4.0,0.0
404,1607.0,803.5,1254.0,353.0,637.1,2,9.0,0.0,9.0,9.0,3.0,3,3,1,1,0,0,50.0,1.92,0.0,0.0,0.5,0.5,4.5,6.36,30,73,1,2,5.0,0.0
405,15411.0,2201.57,4654.0,112.0,1826.05,7,8.0,0.0,8.0,8.0,8.0,8,8,0,0,3,4,0.0,0.0,42.86,8.02,0.57,0.14,9.0,4.62,167,1,0,2,2.0,0.0
406,7306.0,1826.5,3804.0,525.0,1491.24,4,7.0,0.0,7.0,7.0,5.0,5,5,0,2,2,0,0.0,50.0,3.7,0.0,0.0,0.75,11.0,11.58,161,27,2,2,5.0,0.0
407,9619.0,1923.8,4860.0,246.0,1916.85,5,4.0,0.0,4.0,4.0,3.0,3,3,2,0,2,1,40.0,0.0,4.44,2.02,0.2,0.4,7.6,6.88,156,26,0,3,3.0,0.0
408,10491.0,3497.0,4497.0,2700.0,915.54,3,9.0,0.0,9.0,9.0,10.0,10,10,0,1,1,1,0.0,33.33,2.75,2.56,0.33,0.33,13.33,6.81,131,33,1,3,1.0,0.0
409,9757.0,1951.4,3249.0,412.0,1230.71,5,4.0,0.0,4.0,4.0,7.0,7,7,1,0,2,2,20.0,0.0,8.0,6.06,0.4,0.2,13.2,6.34,74,110,0,3,3.0,0.0
410,21226.0,3537.67,4328.0,2559.0,708.39,6,1.0,0.0,1.0,1.0,8.0,8,8,3,1,1,1,50.0,1.79,1.73,1.68,0.5,0.17,14.67,4.76,149,46,1,4,2.0,0.0
411,6534.0,3267.0,4074.0,2460.0,1141.27,2,6.0,0.0,6.0,6.0,4.0,4,4,1,0,0,1,50.0,0.0,0.0,1.92,0.0,0.0,18.5,2.12,177,23,0,2,2.0,0.0
412,13370.0,2228.33,4959.0,679.0,1644.45,6,4.0,0.0,4.0,4.0,9.0,9,9,2,1,3,0,33.33,2.54,7.17,0.0,0.67,0.0,13.17,6.08,76,58,1,3,5.0,0.0
413,15730.0,2621.67,4833.0,78.0,1842.53,6,10.0,0.0,10.0,10.0,6.0,6,6,1,0,3,2,16.67,0.0,13.23,5.57,0.5,0.5,7.5,3.51,104,49,0,3,2.0,0.0
414,8002.0,4001.0,4453.0,3549.0,639.22,2,3.0,0.0,3.0,3.0,1.0,1,1,0,1,0,1,0.0,50.0,0.0,1.92,0.5,0.0,16.0,1.41,167,3,1,2,3.0,0.0
415,7291.0,1822.75,4330.0,91.0,1903.99,4,5.0,0.0,5.0,5.0,5.0,5,5,1,3,0,0,25.0,10.34,0.0,0.0,0.5,0.5,17.0,5.35,108,59,3,2,5.0,0.0
416,20005.0,2857.86,4028.0,1194.0,911.98,7,3.0,0.0,3.0,3.0,5.0,5,5,1,2,0,4,14.29,9.39,0.0,13.04,0.71,0.29,11.29,4.82,151,41,2,3,3.0,0.0
418,7703.0,3851.5,4454.0,3249.0,852.06,2,6.0,0.0,6.0,6.0,7.0,7,7,1,0,1,0,50.0,0.0,1.92,0.0,0.5,1.0,16.5,3.54,35,19,0,2,4.0,0.0
419,20828.0,2314.22,4434.0,429.0,1470.34,9,3.0,0.0,3.0,3.0,6.0,6,6,3,2,2,2,33.33,4.72,4.25,3.9,0.11,0.44,14.56,9.03,187,5,2,4,1.0,0.0
420,17112.0,1901.33,3472.0,268.0,1094.59,9,5.0,0.0,5.0,5.0,8.0,8,8,1,4,1,3,11.11,19.89,2.5,7.06,0.33,0.67,11.44,7.18,153,55,4,4,3.0,0.0
421,9665.0,2416.25,4329.0,1489.0,1317.27,4,8.0,0.0,8.0,8.0,2.0,2,2,2,1,1,0,50.0,1.85,1.79,0.0,0.5,0.25,12.25,9.11,80,67,1,3,3.0,0.0
422,17450.0,3490.0,4795.0,2460.0,954.04,5,8.0,0.0,8.0,8.0,7.0,7,7,0,0,4,1,0.0,0.0,80.0,1.18,0.2,0.6,10.6,9.4,78,125,0,2,5.0,0.0
423,20042.0,2226.89,3846.0,1247.0,886.6,9,6.0,0.0,6.0,6.0,10.0,10,10,1,3,2,3,11.11,14.92,5.71,7.36,0.44,0.11,9.44,6.6,185,7,3,4,1.0,0.0
424,16860.0,2408.57,4911.0,460.0,1779.78,7,5.0,0.0,5.0,5.0,7.0,7,7,1,2,1,3,14.29,9.39,3.26,8.84,0.57,0.43,14.0,5.2,149,32,2,4,4.0,0.0
425,7728.0,3864.0,4613.0,3115.0,1059.25,2,5.0,0.0,5.0,5.0,4.0,4,4,1,1,0,0,50.0,1.92,0.0,0.0,0.5,1.0,17.5,6.36,104,76,1,2,1.0,0.0
426,11997.0,2999.25,4533.0,1807.0,1175.44,4,1.0,0.0,1.0,1.0,10.0,10,10,1,0,2,1,25.0,0.0,6.9,2.79,0.0,0.0,7.75,8.38,68,59,0,3,5.0,0.0
427,5750.0,2875.0,3366.0,2384.0,694.38,2,2.0,0.0,2.0,2.0,2.0,2,2,1,0,1,0,50.0,0.0,1.92,0.0,0.0,0.0,13.0,12.73,34,32,0,2,4.0,0.0
428,15648.0,1738.67,4884.0,210.0,1692.59,9,4.0,0.0,4.0,4.0,4.0,4,4,4,2,2,1,44.44,3.74,3.5,1.65,0.11,0.33,10.33,9.37,169,3,2,4,1.0,0.0
429,15482.0,3096.4,4504.0,116.0,1781.51,5,6.0,0.0,6.0,6.0,4.0,4,4,1,0,2,2,20.0,0.0,8.0,6.06,0.8,0.2,13.4,3.44,65,120,0,3,2.0,0.0
430,7856.0,2618.67,4690.0,1091.0,1860.08,3,7.0,0.0,7.0,7.0,6.0,6,6,0,1,2,0,0.0,33.33,5.51,0.0,0.33,0.0,13.33,7.02,61,93,1,2,2.0,0.0
431,7209.0,2403.0,4432.0,441.0,1996.34,3,1.0,0.0,1.0,1.0,7.0,7,7,0,3,0,0,0.0,100.0,0.0,0.0,0.33,0.33,11.0,7.21,136,3,3,1,3.0,0.0
432,10258.0,1709.67,4751.0,120.0,1722.8,6,8.0,0.0,8.0,8.0,3.0,3,3,2,0,4,0,33.33,0.0,10.17,0.0,0.17,0.17,13.5,8.04,153,25,0,2,2.0,0.0
434,13171.0,4390.33,4497.0,4177.0,184.75,3,9.0,0.0,9.0,9.0,1.0,1,1,2,1,0,0,66.67,1.44,0.0,0.0,0.33,0.0,18.67,3.06,59,14,1,2,1.0,0.0
435,11883.0,1980.5,4341.0,594.0,1331.99,6,4.0,0.0,4.0,4.0,3.0,3,3,1,1,2,2,16.67,4.41,7.39,5.8,0.17,0.33,11.33,9.42,183,22,1,4,4.0,0.0
436,6518.0,3259.0,4374.0,2144.0,1576.85,2,7.0,0.0,7.0,7.0,9.0,9,9,1,0,1,0,50.0,0.0,1.92,0.0,0.0,0.5,13.0,11.31,52,122,0,2,3.0,0.0
437,13008.0,2601.6,4207.0,219.0,1473.67,5,6.0,0.0,6.0,6.0,1.0,1,1,1,1,0,3,20.0,4.0,0.0,10.34,0.2,0.2,8.8,7.73,163,13,1,3,4.0,0.0
438,9937.0,2484.25,4661.0,751.0,1827.05,4,9.0,0.0,9.0,9.0,8.0,8,8,1,2,1,0,25.0,6.9,2.79,0.0,0.25,0.25,10.25,9.11,170,9,2,3,1.0,0.0
439,14223.0,2370.5,4721.0,596.0,1511.77,6,2.0,0.0,2.0,2.0,2.0,2,2,1,1,1,3,16.67,4.41,3.69,9.75,0.33,0.5,8.83,8.18,179,6,1,4,3.0,0.0
440,9811.0,2452.75,4702.0,73.0,2023.46,4,7.0,0.0,7.0,7.0,6.0,6,6,0,0,1,3,0.0,0.0,25.0,10.34,0.25,0.25,8.0,10.17,145,34,0,2,3.0,0.0
441,12524.0,1789.14,3813.0,429.0,1315.46,7,5.0,0.0,5.0,5.0,3.0,3,3,2,3,1,1,28.57,8.43,2.27,2.16,0.57,0.43,13.14,5.76,187,10,3,4,3.0,0.0
442,12896.0,2579.2,4920.0,763.0,1708.14,5,7.0,0.0,7.0,7.0,7.0,7,7,1,1,2,1,20.0,4.0,6.9,2.79,0.4,0.0,7.0,6.6,147,58,1,4,1.0,0.0
443,9381.0,2345.25,3584.0,1057.0,1257.53,4,1.0,0.0,1.0,1.0,2.0,2,2,2,1,1,0,50.0,1.85,1.79,0.0,0.25,0.25,9.0,5.03,143,38,1,3,3.0,0.0
444,18321.0,2035.67,4510.0,100.0,1433.81,9,10.0,0.0,10.0,10.0,4.0,4,4,1,1,5,2,11.11,4.97,19.94,4.44,0.44,0.11,10.56,5.48,177,19,1,4,1.0,0.0
445,13350.0,3337.5,4670.0,2066.0,1072.06,4,9.0,0.0,9.0,9.0,10.0,10,10,1,1,0,2,25.0,3.45,0.0,6.16,0.5,0.5,13.5,7.33,113,81,1,3,4.0,0.0
446,20267.0,2895.29,4312.0,586.0,1491.87,7,1.0,0.0,1.0,1.0,9.0,9,9,5,1,0,1,71.43,1.28,0.0,1.25,0.43,0.43,11.71,5.96,107,62,1,3,4.0,0.0
447,7104.0,2368.0,4814.0,968.0,2125.68,3,5.0,0.0,5.0,5.0,6.0,6,6,0,3,0,0,0.0,100.0,0.0,0.0,1.0,0.33,14.67,0.58,157,26,3,1,2.0,0.0
448,4532.0,4532.0,4532.0,4532.0,0.0,1,8.0,0.0,8.0,8.0,4.0,4,4,1,0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0,74,0,1,5.0,0.0
449,15633.0,3126.6,4146.0,983.0,1291.34,5,1.0,0.0,1.0,1.0,2.0,2,2,1,2,1,1,20.0,8.0,3.03,2.78,0.4,0.2,7.8,6.65,113,16,2,4,4.0,0.0
450,25525.0,2836.11,3996.0,1208.0,831.92,9,7.0,0.0,7.0,7.0,10.0,10,10,2,1,2,4,22.22,3.2,5.81,9.94,0.33,0.22,11.89,6.92,155,22,1,4,4.0,0.0
451,1574.0,1574.0,1574.0,1574.0,0.0,1,2.0,0.0,2.0,2.0,9.0,9,9,0,1,0,0,0.0,100.0,0.0,0.0,0.0,0.0,20.0,0.0,0,102,1,1,4.0,0.0
452,5983.0,1495.75,3663.0,41.0,1570.13,4,7.0,0.0,7.0,7.0,4.0,4,4,0,2,1,1,0.0,50.0,1.85,1.79,0.25,0.25,4.0,4.08,87,36,2,3,2.0,0.0
453,5573.0,1393.25,3246.0,287.0,1313.16,4,7.0,0.0,7.0,7.0,9.0,9,9,0,2,1,1,0.0,50.0,1.85,1.79,0.5,0.5,16.5,6.95,171,3,2,3,3.0,0.0
454,12284.0,2456.8,4152.0,868.0,1345.3,5,9.0,0.0,9.0,9.0,2.0,2,2,3,0,2,0,60.0,0.0,3.08,0.0,0.4,0.6,10.6,6.07,152,29,0,2,1.0,0.0
455,6815.0,1703.75,2801.0,750.0,1082.95,4,6.0,0.0,6.0,6.0,7.0,7,7,2,1,0,1,50.0,1.85,0.0,1.79,0.5,0.25,15.25,4.43,45,42,1,3,4.0,0.0
456,16675.0,2382.14,4527.0,128.0,2088.06,7,4.0,0.0,4.0,4.0,5.0,5,5,0,2,5,0,0.0,28.57,14.06,0.0,0.43,0.29,12.43,8.77,196,6,2,2,4.0,0.0
457,6768.0,2256.0,4240.0,1022.0,1735.15,3,7.0,0.0,7.0,7.0,8.0,8,8,1,2,0,0,33.33,5.51,0.0,0.0,0.0,0.0,11.0,7.94,154,23,2,2,3.0,0.0
458,9821.0,2455.25,4325.0,343.0,2010.43,4,7.0,0.0,7.0,7.0,8.0,8,8,1,2,1,0,25.0,6.9,2.79,0.0,0.25,0.25,5.5,5.97,156,20,2,3,2.0,0.0
459,17888.0,2981.33,4940.0,411.0,1803.51,6,4.0,0.0,4.0,4.0,4.0,4,4,0,1,3,2,0.0,16.67,13.23,5.57,0.67,0.17,11.83,4.36,176,25,1,3,2.0,0.0
460,10213.0,2553.25,4584.0,1318.0,1431.97,4,2.0,0.0,2.0,2.0,4.0,4,4,0,3,0,1,0.0,75.0,0.0,1.27,0.5,0.5,13.75,6.95,140,6,3,2,4.0,0.0
461,10757.0,3585.67,4799.0,2787.0,1068.17,3,9.0,0.0,9.0,9.0,8.0,8,8,0,2,0,1,0.0,66.67,0.0,1.44,0.33,0.33,12.33,7.57,44,157,2,2,5.0,0.0
462,9203.0,1533.83,2374.0,571.0,714.41,6,8.0,0.0,8.0,8.0,3.0,3,3,2,2,2,0,33.33,5.09,4.5,0.0,0.17,0.17,9.0,8.2,128,79,2,3,3.0,0.0
463,19692.0,2461.5,3665.0,964.0,1056.26,8,5.0,0.0,5.0,5.0,7.0,7,7,1,3,2,2,12.5,14.63,5.69,4.9,0.12,0.38,9.88,8.46,195,1,3,4,1.0,0.0
464,11439.0,2287.8,4588.0,222.0,1848.27,5,5.0,0.0,5.0,5.0,8.0,8,8,1,3,1,0,20.0,12.0,2.7,0.0,0.6,0.2,12.4,6.84,142,56,3,3,2.0,0.0
465,19422.0,2774.57,4366.0,1512.0,998.09,7,1.0,0.0,1.0,1.0,8.0,8,8,2,1,1,3,28.57,2.81,2.61,7.32,0.57,0.29,13.29,6.16,131,70,1,4,3.0,0.0
466,18055.0,1805.5,4440.0,68.0,1638.28,10,9.0,0.0,9.0,9.0,10.0,10,10,1,5,3,1,10.0,25.0,6.67,1.94,0.2,0.0,12.9,8.44,183,17,5,4,1.0,0.0
467,12193.0,4064.33,4928.0,2460.0,1390.75,3,10.0,0.0,10.0,10.0,4.0,4,4,0,0,3,0,0.0,0.0,100.0,0.0,0.67,0.33,9.33,7.02,67,46,0,1,1.0,0.0
468,18210.0,2276.25,4276.0,734.0,1319.17,8,8.0,0.0,8.0,8.0,9.0,9,9,3,3,0,2,37.5,6.59,0.0,3.84,0.12,0.12,13.38,8.16,122,65,3,3,3.0,0.0
469,6194.0,2064.67,2559.0,1339.0,642.06,3,6.0,0.0,6.0,6.0,10.0,10,10,0,1,1,1,0.0,33.33,2.75,2.56,0.33,0.0,11.67,10.6,129,49,1,3,2.0,0.0
470,7789.0,2596.33,4875.0,1399.0,1974.24,3,10.0,0.0,10.0,10.0,4.0,4,4,2,0,1,0,66.67,0.0,1.44,0.0,0.33,0.0,18.33,2.52,95,32,0,2,3.0,0.0
471,14224.0,1778.0,3698.0,435.0,971.26,8,6.0,0.0,6.0,6.0,8.0,8,8,2,1,4,1,25.0,3.03,11.1,2.12,0.25,0.12,13.12,6.6,167,29,1,4,2.0,0.0
472,5493.0,2746.5,4923.0,570.0,3078.04,2,10.0,0.0,10.0,10.0,6.0,6,6,1,1,0,0,50.0,1.92,0.0,0.0,0.5,0.0,16.5,7.78,21,119,1,2,3.0,0.0
473,17689.0,3537.8,4430.0,2822.0,748.6,5,10.0,0.0,10.0,10.0,5.0,5,5,0,2,1,2,0.0,40.0,2.22,4.24,0.2,0.0,11.2,7.26,187,9,2,3,1.0,0.0
474,15022.0,2146.0,4344.0,423.0,1541.92,7,8.0,0.0,8.0,8.0,4.0,4,4,0,5,2,0,0.0,71.43,2.55,0.0,0.29,0.43,8.29,6.63,189,13,5,2,3.0,0.0
475,22523.0,2502.56,4939.0,236.0,1653.0,9,6.0,0.0,6.0,6.0,5.0,5,5,1,2,2,4,11.11,9.95,6.65,10.9,0.22,0.22,12.33,7.4,135,33,2,4,4.0,0.0
476,17412.0,2902.0,4552.0,1412.0,1542.72,6,10.0,0.0,10.0,10.0,1.0,1,1,1,2,1,2,16.67,8.82,3.18,5.77,0.33,0.17,8.33,3.5,152,29,2,4,3.0,0.0
477,8265.0,4132.5,4409.0,3856.0,391.03,2,4.0,0.0,4.0,4.0,7.0,7,7,1,1,0,0,50.0,1.92,0.0,0.0,0.5,0.0,15.5,7.78,32,73,1,2,4.0,0.0
478,11059.0,2211.8,4336.0,507.0,1803.27,5,3.0,0.0,3.0,3.0,8.0,8,8,0,0,5,0,0.0,0.0,100.0,0.0,0.4,0.2,11.8,5.54,124,40,0,1,2.0,0.0
479,5294.0,2647.0,2809.0,2485.0,229.1,2,7.0,0.0,7.0,7.0,9.0,9,9,1,0,0,1,50.0,0.0,0.0,1.92,1.0,0.5,11.5,2.12,58,40,0,2,3.0,0.0
480,8487.0,2121.75,4634.0,33.0,2045.63,4,2.0,0.0,2.0,2.0,3.0,3,3,0,1,2,1,0.0,25.0,6.9,2.79,0.25,0.5,9.25,8.18,183,25,1,3,1.0,0.0
481,5516.0,1838.67,1943.0,1686.0,135.15,3,7.0,0.0,7.0,7.0,9.0,9,9,1,1,1,0,33.33,2.75,2.56,0.0,0.0,0.33,15.0,10.44,120,32,1,3,3.0,0.0
482,5837.0,2918.5,4967.0,870.0,2897.02,2,1.0,0.0,1.0,1.0,10.0,10,10,1,1,0,0,50.0,1.92,0.0,0.0,0.5,0.5,17.5,6.36,11,27,1,2,1.0,0.0
483,22360.0,3194.29,4439.0,1359.0,1209.54,7,10.0,0.0,10.0,10.0,5.0,5,5,2,1,1,3,28.57,2.81,2.61,7.32,0.14,0.29,11.29,7.32,186,21,1,4,2.0,0.0
484,21716.0,2171.6,3945.0,26.0,1217.84,10,5.0,0.0,5.0,5.0,10.0,10,10,2,4,2,2,20.0,13.33,4.62,4.17,0.5,0.2,13.2,5.96,175,8,4,4,5.0,0.0
485,3743.0,1871.5,2974.0,769.0,1559.17,2,9.0,0.0,9.0,9.0,6.0,6,6,1,0,0,1,50.0,0.0,0.0,1.92,0.5,0.0,17.5,6.36,91,100,0,2,5.0,0.0
486,5657.0,2828.5,4045.0,1612.0,1720.39,2,1.0,0.0,1.0,1.0,1.0,1,1,0,1,1,0,0.0,50.0,1.92,0.0,0.5,0.5,15.5,3.54,92,25,1,2,1.0,0.0
487,5674.0,1891.33,2387.0,1581.0,433.79,3,8.0,0.0,8.0,8.0,9.0,9,9,1,0,1,1,33.33,0.0,2.75,2.56,0.33,0.33,12.33,7.57,60,48,0,3,1.0,0.0
488,11467.0,2866.75,4400.0,1776.0,1108.86,4,9.0,0.0,9.0,9.0,9.0,9,9,1,1,1,1,25.0,3.45,3.08,2.81,0.5,0.0,8.75,2.99,59,102,1,4,3.0,0.0
489,14060.0,2812.0,3726.0,1303.0,958.23,5,9.0,0.0,9.0,9.0,6.0,6,6,0,3,1,1,0.0,60.0,1.54,1.5,0.6,0.6,12.6,4.56,175,27,3,3,1.0,0.0
490,11111.0,2222.2,4421.0,832.0,1362.58,5,8.0,0.0,8.0,8.0,8.0,8,8,1,2,1,1,20.0,8.0,3.03,2.78,0.4,0.0,15.8,6.22,138,4,2,4,5.0,0.0
491,9085.0,3028.33,4139.0,2009.0,1067.93,3,4.0,0.0,4.0,4.0,4.0,4,4,3,0,0,0,100.0,0.0,0.0,0.0,0.67,0.0,11.0,5.57,48,4,0,1,4.0,0.0
492,7652.0,1913.0,2955.0,16.0,1301.08,4,7.0,0.0,7.0,7.0,5.0,5,5,0,1,1,2,0.0,25.0,3.45,6.16,0.5,0.25,12.0,9.09,102,63,1,3,2.0,0.0
493,8484.0,1414.0,2460.0,749.0,651.67,6,1.0,0.0,1.0,1.0,5.0,5,5,1,3,1,1,16.67,13.23,2.79,2.58,0.5,0.5,12.83,5.71,183,11,3,4,3.0,0.0
494,21022.0,4204.4,4897.0,3227.0,692.87,5,7.0,0.0,7.0,7.0,7.0,7,7,2,0,1,2,40.0,0.0,2.22,4.24,0.4,0.0,11.2,7.43,146,46,0,3,2.0,0.0
495,8772.0,2193.0,3776.0,599.0,1773.55,4,6.0,0.0,6.0,6.0,7.0,7,7,1,0,1,2,25.0,0.0,3.45,6.16,0.25,0.5,6.5,5.0,121,61,0,3,3.0,0.0
496,5458.0,1364.5,4907.0,89.0,2362.69,4,5.0,0.0,5.0,5.0,7.0,7,7,1,3,0,0,25.0,10.34,0.0,0.0,0.25,0.0,17.75,1.89,123,24,3,2,2.0,0.0
497,14990.0,2998.0,4614.0,1278.0,1385.91,5,1.0,0.0,1.0,1.0,5.0,5,5,0,2,1,2,0.0,40.0,2.22,4.24,0.4,0.2,11.0,7.71,174,9,2,3,2.0,0.0
498,18333.0,3055.5,4035.0,1004.0,1127.82,6,8.0,0.0,8.0,8.0,4.0,4,4,0,3,2,1,0.0,50.0,3.57,1.68,0.33,0.17,13.0,7.95,121,85,3,3,5.0,0.0
499,12058.0,2411.6,4044.0,714.0,1454.24,5,10.0,0.0,10.0,10.0,8.0,8,8,0,2,2,1,0.0,40.0,4.44,2.02,0.6,0.4,9.6,2.88,134,13,2,3,2.0,0.0
500,24141.0,3448.71,4811.0,1145.0,1270.39,7,1.0,0.0,1.0,1.0,1.0,1,1,1,1,2,3,14.29,4.7,7.7,8.9,0.43,0.29,10.29,7.43,152,4,1,4,1.0,0.0
501,14879.0,2975.8,4238.0,120.0,1781.69,5,1.0,0.0,1.0,1.0,1.0,1,1,1,2,1,1,20.0,8.0,3.03,2.78,0.0,0.2,13.8,7.66,198,6,2,4,3.0,0.0
502,4006.0,2003.0,3282.0,724.0,1808.78,2,3.0,0.0,3.0,3.0,6.0,6,6,0,1,0,1,0.0,50.0,0.0,1.92,0.5,0.0,15.0,2.83,131,37,1,2,3.0,0.0
503,8494.0,1698.8,4813.0,515.0,1783.79,5,8.0,0.0,8.0,8.0,2.0,2,2,2,2,0,1,40.0,4.44,0.0,2.02,0.2,0.4,13.0,7.21,109,95,2,3,3.0,0.0
504,4149.0,1037.25,1995.0,428.0,739.95,4,8.0,0.0,8.0,8.0,3.0,3,3,1,0,1,2,25.0,0.0,3.45,6.16,0.25,0.0,8.5,3.11,140,66,0,3,3.0,0.0
505,4650.0,2325.0,4032.0,618.0,2414.06,2,7.0,0.0,7.0,7.0,4.0,4,4,0,0,2,0,0.0,0.0,100.0,0.0,0.0,0.5,6.5,0.71,145,57,0,1,3.0,0.0
506,25212.0,2521.2,4892.0,267.0,1401.06,10,5.0,0.0,5.0,5.0,2.0,2,2,4,2,2,2,40.0,4.0,3.7,3.47,0.4,0.6,12.0,7.44,138,12,2,4,2.0,0.0
