Customer_ID,Total_Spending,Avg_Transaction_Amount,Max_Transaction,Min_Transaction,Std_Transaction_Amount,Median_Transaction,Transaction_Count,Avg_Satisfaction,Std_Satisfaction,Min_Satisfaction,Max_Satisfaction,Avg_Likelihood_to_Recommend,Min_Likelihood,Max_Likelihood,Avg_Feedback_Sentiment,Std_Feedback_Sentiment,Pct_Business_Hours,Pct_Weekend_Transactions,Pct_Morning_Transactions,Pct_Evening_Transactions,Avg_Hour_of_Day,Std_Hour_of_Day,Count_Bill Payment,Count_Investment,Count_Loan Payment,Count_Purchase,Primary_Income_Group
412,13370.0,2228.33,4959.0,679.0,1644.45,1810.0,6,4.0,0.0,4.0,4.0,9.0,9,9,5.0,0.0,0.67,0.0,0.17,0.17,13.17,6.08,2,1,3,0,Medium
413,15730.0,2621.67,4833.0,78.0,1842.53,3066.5,6,10.0,0.0,10.0,10.0,6.0,6,6,2.0,0.0,0.5,0.5,0.83,0.0,7.5,3.51,1,0,3,2,Medium
414,8002.0,4001.0,4453.0,3549.0,639.22,4001.0,2,3.0,0.0,3.0,3.0,1.0,1,1,3.0,0.0,0.5,0.0,0.0,0.0,16.0,1.41,0,1,0,1,Medium
415,7291.0,1822.75,4330.0,91.0,1903.99,1435.0,4,5.0,0.0,5.0,5.0,5.0,5,5,5.0,0.0,0.5,0.5,0.0,0.5,17.0,5.35,1,3,0,0,Low
416,20005.0,2857.86,4028.0,1194.0,911.98,2791.0,7,3.0,0.0,3.0,3.0,5.0,5,5,3.0,0.0,0.71,0.29,0.43,0.14,11.29,4.82,1,2,0,4,High
418,7703.0,3851.5,4454.0,3249.0,852.06,3851.5,2,6.0,0.0,6.0,6.0,7.0,7,7,4.0,0.0,0.5,1.0,0.0,0.5,16.5,3.54,1,0,1,0,Low
419,20828.0,2314.22,4434.0,429.0,1470.34,2038.0,9,3.0,0.0,3.0,3.0,6.0,6,6,1.0,0.0,0.11,0.44,0.11,0.56,14.56,9.03,3,2,2,2,High
420,17112.0,1901.33,3472.0,268.0,1094.59,2112.0,9,5.0,0.0,5.0,5.0,8.0,8,8,3.0,0.0,0.33,0.67,0.22,0.33,11.44,7.18,1,4,1,3,High
421,9665.0,2416.25,4329.0,1489.0,1317.27,1923.5,4,8.0,0.0,8.0,8.0,2.0,2,2,3.0,0.0,0.5,0.25,0.0,0.25,12.25,9.11,2,1,1,0,Medium
422,17450.0,3490.0,4795.0,2460.0,954.04,3530.0,5,8.0,0.0,8.0,8.0,7.0,7,7,5.0,0.0,0.2,0.6,0.0,0.2,10.6,9.4,0,0,4,1,High
423,20042.0,2226.89,3846.0,1247.0,886.6,2435.0,9,6.0,0.0,6.0,6.0,10.0,10,10,1.0,0.0,0.44,0.11,0.11,0.11,9.44,6.6,1,3,2,3,High
424,16860.0,2408.57,4911.0,460.0,1779.78,2466.0,7,5.0,0.0,5.0,5.0,7.0,7,7,4.0,0.0,0.57,0.43,0.57,0.29,14.0,5.2,1,2,1,3,High
425,7728.0,3864.0,4613.0,3115.0,1059.25,3864.0,2,5.0,0.0,5.0,5.0,4.0,4,4,1.0,0.0,0.5,1.0,0.0,0.5,17.5,6.36,1,1,0,0,Low
426,11997.0,2999.25,4533.0,1807.0,1175.44,2828.5,4,1.0,0.0,1.0,1.0,10.0,10,10,5.0,0.0,0.0,0.0,0.0,0.25,7.75,8.38,1,0,2,1,Medium
427,5750.0,2875.0,3366.0,2384.0,694.38,2875.0,2,2.0,0.0,2.0,2.0,2.0,2,2,4.0,0.0,0.0,0.0,0.0,0.5,13.0,12.73,1,0,1,0,Low
428,15648.0,1738.67,4884.0,210.0,1692.59,1093.0,9,4.0,0.0,4.0,4.0,4.0,4,4,1.0,0.0,0.11,0.33,0.11,0.33,10.33,9.37,4,2,2,1,Medium
429,15482.0,3096.4,4504.0,116.0,1781.51,3954.0,5,6.0,0.0,6.0,6.0,4.0,4,4,2.0,0.0,0.8,0.2,0.4,0.2,13.4,3.44,1,0,2,2,Medium
430,7856.0,2618.67,4690.0,1091.0,1860.08,2075.0,3,7.0,0.0,7.0,7.0,6.0,6,6,2.0,0.0,0.33,0.0,0.33,0.33,13.33,7.02,0,1,2,0,Medium
431,7209.0,2403.0,4432.0,441.0,1996.34,2336.0,3,1.0,0.0,1.0,1.0,7.0,7,7,3.0,0.0,0.33,0.33,0.0,0.0,11.0,7.21,0,3,0,0,Low
432,10258.0,1709.67,4751.0,120.0,1722.8,951.0,6,8.0,0.0,8.0,8.0,3.0,3,3,2.0,0.0,0.17,0.17,0.0,0.5,13.5,8.04,2,0,4,0,Medium
434,13171.0,4390.33,4497.0,4177.0,184.75,4497.0,3,9.0,0.0,9.0,9.0,1.0,1,1,1.0,0.0,0.33,0.0,0.0,0.67,18.67,3.06,2,1,0,0,Medium
435,11883.0,1980.5,4341.0,594.0,1331.99,1862.5,6,4.0,0.0,4.0,4.0,3.0,3,3,4.0,0.0,0.17,0.33,0.17,0.33,11.33,9.42,1,1,2,2,Medium
436,6518.0,3259.0,4374.0,2144.0,1576.85,3259.0,2,7.0,0.0,7.0,7.0,9.0,9,9,3.0,0.0,0.0,0.5,0.0,0.5,13.0,11.31,1,0,1,0,Low
437,13008.0,2601.6,4207.0,219.0,1473.67,3052.0,5,6.0,0.0,6.0,6.0,1.0,1,1,4.0,0.0,0.2,0.2,0.2,0.2,8.8,7.73,1,1,0,3,Medium
438,9937.0,2484.25,4661.0,751.0,1827.05,2262.5,4,9.0,0.0,9.0,9.0,8.0,8,8,1.0,0.0,0.25,0.25,0.5,0.25,10.25,9.11,1,2,1,0,Medium
439,14223.0,2370.5,4721.0,596.0,1511.77,1959.5,6,2.0,0.0,2.0,2.0,2.0,2,2,3.0,0.0,0.33,0.5,0.0,0.17,8.83,8.18,1,1,1,3,Medium
440,9811.0,2452.75,4702.0,73.0,2023.46,2518.0,4,7.0,0.0,7.0,7.0,6.0,6,6,3.0,0.0,0.25,0.25,0.25,0.25,8.0,10.17,0,0,1,3,Medium
441,12524.0,1789.14,3813.0,429.0,1315.46,1768.0,7,5.0,0.0,5.0,5.0,3.0,3,3,3.0,0.0,0.57,0.43,0.14,0.29,13.14,5.76,2,3,1,1,Medium
442,12896.0,2579.2,4920.0,763.0,1708.14,2256.0,5,7.0,0.0,7.0,7.0,7.0,7,7,1.0,0.0,0.4,0.0,0.0,0.0,7.0,6.6,1,1,2,1,Medium
443,9381.0,2345.25,3584.0,1057.0,1257.53,2370.0,4,1.0,0.0,1.0,1.0,2.0,2,2,3.0,0.0,0.25,0.25,0.5,0.0,9.0,5.03,2,1,1,0,Medium
444,18321.0,2035.67,4510.0,100.0,1433.81,1552.0,9,10.0,0.0,10.0,10.0,4.0,4,4,1.0,0.0,0.44,0.11,0.22,0.11,10.56,5.48,1,1,5,2,High
445,13350.0,3337.5,4670.0,2066.0,1072.06,3307.0,4,9.0,0.0,9.0,9.0,10.0,10,10,4.0,0.0,0.5,0.5,0.0,0.25,13.5,7.33,1,1,0,2,Medium
446,20267.0,2895.29,4312.0,586.0,1491.87,3734.0,7,1.0,0.0,1.0,1.0,9.0,9,9,4.0,0.0,0.43,0.43,0.43,0.29,11.71,5.96,5,1,0,1,High
447,7104.0,2368.0,4814.0,968.0,2125.68,1322.0,3,5.0,0.0,5.0,5.0,6.0,6,6,2.0,0.0,1.0,0.33,0.0,0.0,14.67,0.58,0,3,0,0,Low
448,4532.0,4532.0,4532.0,4532.0,,4532.0,1,8.0,,8.0,8.0,4.0,4,4,5.0,,0.0,0.0,0.0,1.0,19.0,,1,0,0,0,Low
449,15633.0,3126.6,4146.0,983.0,1291.34,3731.0,5,1.0,0.0,1.0,1.0,2.0,2,2,4.0,0.0,0.4,0.2,0.0,0.0,7.8,6.65,1,2,1,1,Medium
450,25525.0,2836.11,3996.0,1208.0,831.92,2925.0,9,7.0,0.0,7.0,7.0,10.0,10,10,4.0,0.0,0.33,0.22,0.11,0.22,11.89,6.92,2,1,2,4,High
451,1574.0,1574.0,1574.0,1574.0,,1574.0,1,2.0,,2.0,2.0,9.0,9,9,4.0,,0.0,0.0,0.0,1.0,20.0,,0,1,0,0,Low
452,5983.0,1495.75,3663.0,41.0,1570.13,1139.5,4,7.0,0.0,7.0,7.0,4.0,4,4,2.0,0.0,0.25,0.25,0.25,0.0,4.0,4.08,0,2,1,1,Low
453,5573.0,1393.25,3246.0,287.0,1313.16,1020.0,4,7.0,0.0,7.0,7.0,9.0,9,9,3.0,0.0,0.5,0.5,0.5,0.5,16.5,6.95,0,2,1,1,Low
454,12284.0,2456.8,4152.0,868.0,1345.3,2540.0,5,9.0,0.0,9.0,9.0,2.0,2,2,1.0,0.0,0.4,0.6,0.4,0.2,10.6,6.07,3,0,2,0,Medium
455,6815.0,1703.75,2801.0,750.0,1082.95,1632.0,4,6.0,0.0,6.0,6.0,7.0,7,7,4.0,0.0,0.5,0.25,0.25,0.5,15.25,4.43,2,1,0,1,Low
456,16675.0,2382.14,4527.0,128.0,2088.06,2929.0,7,4.0,0.0,4.0,4.0,5.0,5,5,4.0,0.0,0.43,0.29,0.14,0.29,12.43,8.77,0,2,5,0,High
457,6768.0,2256.0,4240.0,1022.0,1735.15,1506.0,3,7.0,0.0,7.0,7.0,8.0,8,8,3.0,0.0,0.0,0.0,0.33,0.33,11.0,7.94,1,2,0,0,Low
458,9821.0,2455.25,4325.0,343.0,2010.43,2576.5,4,7.0,0.0,7.0,7.0,8.0,8,8,2.0,0.0,0.25,0.25,0.0,0.0,5.5,5.97,1,2,1,0,Medium
459,17888.0,2981.33,4940.0,411.0,1803.51,3441.0,6,4.0,0.0,4.0,4.0,4.0,4,4,2.0,0.0,0.67,0.17,0.17,0.0,11.83,4.36,0,1,3,2,High
460,10213.0,2553.25,4584.0,1318.0,1431.97,2155.5,4,2.0,0.0,2.0,2.0,4.0,4,4,4.0,0.0,0.5,0.5,0.0,0.25,13.75,6.95,0,3,0,1,Medium
461,10757.0,3585.67,4799.0,2787.0,1068.17,3171.0,3,9.0,0.0,9.0,9.0,8.0,8,8,5.0,0.0,0.33,0.33,0.67,0.33,12.33,7.57,0,2,0,1,Medium
462,9203.0,1533.83,2374.0,571.0,714.41,1554.5,6,8.0,0.0,8.0,8.0,3.0,3,3,3.0,0.0,0.17,0.17,0.0,0.17,9.0,8.2,2,2,2,0,Medium
463,19692.0,2461.5,3665.0,964.0,1056.26,2739.5,8,5.0,0.0,5.0,5.0,7.0,7,7,1.0,0.0,0.12,0.38,0.25,0.25,9.88,8.46,1,3,2,2,High
464,11439.0,2287.8,4588.0,222.0,1848.27,2401.0,5,5.0,0.0,5.0,5.0,8.0,8,8,2.0,0.0,0.6,0.2,0.2,0.2,12.4,6.84,1,3,1,0,Medium
465,19422.0,2774.57,4366.0,1512.0,998.09,2969.0,7,1.0,0.0,1.0,1.0,8.0,8,8,3.0,0.0,0.57,0.29,0.43,0.29,13.29,6.16,2,1,1,3,High
466,18055.0,1805.5,4440.0,68.0,1638.28,1262.5,10,9.0,0.0,9.0,9.0,10.0,10,10,1.0,0.0,0.2,0.0,0.3,0.4,12.9,8.44,1,5,3,1,High
467,12193.0,4064.33,4928.0,2460.0,1390.75,4805.0,3,10.0,0.0,10.0,10.0,4.0,4,4,1.0,0.0,0.67,0.33,0.33,0.0,9.33,7.02,0,0,3,0,Medium
468,18210.0,2276.25,4276.0,734.0,1319.17,1860.5,8,8.0,0.0,8.0,8.0,9.0,9,9,3.0,0.0,0.12,0.12,0.12,0.5,13.38,8.16,3,3,0,2,High
469,6194.0,2064.67,2559.0,1339.0,642.06,2296.0,3,6.0,0.0,6.0,6.0,10.0,10,10,2.0,0.0,0.33,0.0,0.33,0.33,11.67,10.6,0,1,1,1,Low
470,7789.0,2596.33,4875.0,1399.0,1974.24,1515.0,3,10.0,0.0,10.0,10.0,4.0,4,4,3.0,0.0,0.33,0.0,0.0,0.67,18.33,2.52,2,0,1,0,Medium
471,14224.0,1778.0,3698.0,435.0,971.26,1642.0,8,6.0,0.0,6.0,6.0,8.0,8,8,2.0,0.0,0.25,0.12,0.38,0.38,13.12,6.6,2,1,4,1,Medium
472,5493.0,2746.5,4923.0,570.0,3078.04,2746.5,2,10.0,0.0,10.0,10.0,6.0,6,6,3.0,0.0,0.5,0.0,0.5,0.5,16.5,7.78,1,1,0,0,Low
473,17689.0,3537.8,4430.0,2822.0,748.6,3386.0,5,10.0,0.0,10.0,10.0,5.0,5,5,1.0,0.0,0.2,0.0,0.2,0.4,11.2,7.26,0,2,1,2,High
474,15022.0,2146.0,4344.0,423.0,1541.92,1664.0,7,8.0,0.0,8.0,8.0,4.0,4,4,3.0,0.0,0.29,0.43,0.29,0.14,8.29,6.63,0,5,2,0,Medium
475,22523.0,2502.56,4939.0,236.0,1653.0,2477.0,9,6.0,0.0,6.0,6.0,5.0,5,5,4.0,0.0,0.22,0.22,0.33,0.33,12.33,7.4,1,2,2,4,High
476,17412.0,2902.0,4552.0,1412.0,1542.72,2751.5,6,10.0,0.0,10.0,10.0,1.0,1,1,3.0,0.0,0.33,0.17,0.5,0.0,8.33,3.5,1,2,1,2,High
477,8265.0,4132.5,4409.0,3856.0,391.03,4132.5,2,4.0,0.0,4.0,4.0,7.0,7,7,4.0,0.0,0.5,0.0,0.5,0.5,15.5,7.78,1,1,0,0,Medium
478,11059.0,2211.8,4336.0,507.0,1803.27,1126.0,5,3.0,0.0,3.0,3.0,8.0,8,8,2.0,0.0,0.4,0.2,0.2,0.0,11.8,5.54,0,0,5,0,Medium
479,5294.0,2647.0,2809.0,2485.0,229.1,2647.0,2,7.0,0.0,7.0,7.0,9.0,9,9,3.0,0.0,1.0,0.5,0.5,0.0,11.5,2.12,1,0,0,1,Low
480,8487.0,2121.75,4634.0,33.0,2045.63,1910.0,4,2.0,0.0,2.0,2.0,3.0,3,3,1.0,0.0,0.25,0.5,0.0,0.25,9.25,8.18,0,1,2,1,Medium
481,5516.0,1838.67,1943.0,1686.0,135.15,1887.0,3,7.0,0.0,7.0,7.0,9.0,9,9,3.0,0.0,0.0,0.33,0.0,0.67,15.0,10.44,1,1,1,0,Low
482,5837.0,2918.5,4967.0,870.0,2897.02,2918.5,2,1.0,0.0,1.0,1.0,10.0,10,10,1.0,0.0,0.5,0.5,0.0,0.5,17.5,6.36,1,1,0,0,Low
483,22360.0,3194.29,4439.0,1359.0,1209.54,3825.0,7,10.0,0.0,10.0,10.0,5.0,5,5,2.0,0.0,0.14,0.29,0.43,0.14,11.29,7.32,2,1,1,3,High
484,21716.0,2171.6,3945.0,26.0,1217.84,2319.5,10,5.0,0.0,5.0,5.0,10.0,10,10,5.0,0.0,0.5,0.2,0.1,0.2,13.2,5.96,2,4,2,2,High
485,3743.0,1871.5,2974.0,769.0,1559.17,1871.5,2,9.0,0.0,9.0,9.0,6.0,6,6,5.0,0.0,0.5,0.0,0.0,0.5,17.5,6.36,1,0,0,1,Low
486,5657.0,2828.5,4045.0,1612.0,1720.39,2828.5,2,1.0,0.0,1.0,1.0,1.0,1,1,1.0,0.0,0.5,0.5,0.0,0.5,15.5,3.54,0,1,1,0,Low
487,5674.0,1891.33,2387.0,1581.0,433.79,1706.0,3,8.0,0.0,8.0,8.0,9.0,9,9,1.0,0.0,0.33,0.33,0.67,0.33,12.33,7.57,1,0,1,1,Low
488,11467.0,2866.75,4400.0,1776.0,1108.86,2645.5,4,9.0,0.0,9.0,9.0,9.0,9,9,3.0,0.0,0.5,0.0,0.5,0.0,8.75,2.99,1,1,1,1,Medium
489,14060.0,2812.0,3726.0,1303.0,958.23,3170.0,5,9.0,0.0,9.0,9.0,6.0,6,6,1.0,0.0,0.6,0.6,0.4,0.0,12.6,4.56,0,3,1,1,Medium
490,11111.0,2222.2,4421.0,832.0,1362.58,1865.0,5,8.0,0.0,8.0,8.0,8.0,8,8,5.0,0.0,0.4,0.0,0.2,0.4,15.8,6.22,1,2,1,1,Medium
491,9085.0,3028.33,4139.0,2009.0,1067.93,2937.0,3,4.0,0.0,4.0,4.0,4.0,4,4,4.0,0.0,0.67,0.0,0.0,0.0,11.0,5.57,3,0,0,0,Medium
492,7652.0,1913.0,2955.0,16.0,1301.08,2340.5,4,7.0,0.0,7.0,7.0,5.0,5,5,2.0,0.0,0.5,0.25,0.0,0.25,12.0,9.09,0,1,1,2,Low
493,8484.0,1414.0,2460.0,749.0,651.67,1254.5,6,1.0,0.0,1.0,1.0,5.0,5,5,3.0,0.0,0.5,0.5,0.5,0.33,12.83,5.71,1,3,1,1,Medium
494,21022.0,4204.4,4897.0,3227.0,692.87,4211.0,5,7.0,0.0,7.0,7.0,7.0,7,7,2.0,0.0,0.4,0.0,0.4,0.2,11.2,7.43,2,0,1,2,High
495,8772.0,2193.0,3776.0,599.0,1773.55,2198.5,4,6.0,0.0,6.0,6.0,7.0,7,7,3.0,0.0,0.25,0.5,0.5,0.0,6.5,5.0,1,0,1,2,Medium
496,5458.0,1364.5,4907.0,89.0,2362.69,231.0,4,5.0,0.0,5.0,5.0,7.0,7,7,2.0,0.0,0.25,0.0,0.0,0.75,17.75,1.89,1,3,0,0,Low
497,14990.0,2998.0,4614.0,1278.0,1385.91,2678.0,5,1.0,0.0,1.0,1.0,5.0,5,5,2.0,0.0,0.4,0.2,0.2,0.2,11.0,7.71,0,2,1,2,Medium
498,18333.0,3055.5,4035.0,1004.0,1127.82,3361.5,6,8.0,0.0,8.0,8.0,4.0,4,4,5.0,0.0,0.33,0.17,0.0,0.33,13.0,7.95,0,3,2,1,High
499,12058.0,2411.6,4044.0,714.0,1454.24,1897.0,5,10.0,0.0,10.0,10.0,8.0,8,8,2.0,0.0,0.6,0.4,0.8,0.0,9.6,2.88,0,2,2,1,Medium
500,24141.0,3448.71,4811.0,1145.0,1270.39,3699.0,7,1.0,0.0,1.0,1.0,1.0,1,1,1.0,0.0,0.43,0.29,0.29,0.29,10.29,7.43,1,1,2,3,High
501,14879.0,2975.8,4238.0,120.0,1781.69,4059.0,5,1.0,0.0,1.0,1.0,1.0,1,1,3.0,0.0,0.0,0.2,0.2,0.6,13.8,7.66,1,2,1,1,Medium
502,4006.0,2003.0,3282.0,724.0,1808.78,2003.0,2,3.0,0.0,3.0,3.0,6.0,6,6,3.0,0.0,0.5,0.0,0.0,0.0,15.0,2.83,0,1,0,1,Low
503,8494.0,1698.8,4813.0,515.0,1783.79,967.0,5,8.0,0.0,8.0,8.0,2.0,2,2,3.0,0.0,0.2,0.4,0.6,0.4,13.0,7.21,2,2,0,1,Medium
504,4149.0,1037.25,1995.0,428.0,739.95,863.0,4,8.0,0.0,8.0,8.0,3.0,3,3,3.0,0.0,0.25,0.0,0.75,0.0,8.5,3.11,1,0,1,2,Low
505,4650.0,2325.0,4032.0,618.0,2414.06,2325.0,2,7.0,0.0,7.0,7.0,4.0,4,4,3.0,0.0,0.0,0.5,1.0,0.0,6.5,0.71,0,0,2,0,Low
506,25212.0,2521.2,4892.0,267.0,1401.06,2676.0,10,5.0,0.0,5.0,5.0,2.0,2,2,2.0,0.0,0.4,0.6,0.2,0.3,12.0,7.44,4,2,2,2,High
507,9194.0,2298.5,4339.0,995.0,1437.74,1930.0,4,8.0,0.0,8.0,8.0,10.0,10,10,2.0,0.0,0.5,0.25,0.5,0.0,6.25,4.86,0,1,1,2,Medium
508,11555.0,2311.0,3425.0,1389.0,767.94,2290.0,5,2.0,0.0,2.0,2.0,7.0,7,7,2.0,0.0,0.2,0.0,0.2,0.2,9.2,9.2,1,3,0,1,Medium
509,22654.0,3236.29,4063.0,1083.0,1009.29,3676.0,7,8.0,0.0,8.0,8.0,10.0,10,10,3.0,0.0,0.29,0.29,0.14,0.43,13.71,7.83,1,4,0,2,High
510,13106.0,3276.5,4628.0,1618.0,1545.86,3430.0,4,2.0,0.0,2.0,2.0,1.0,1,1,3.0,0.0,0.0,0.75,0.25,0.25,12.5,9.33,0,1,2,1,Medium
511,27719.0,2771.9,4868.0,51.0,2125.87,3298.5,10,10.0,0.0,10.0,10.0,3.0,3,3,2.0,0.0,0.1,0.4,0.3,0.5,14.0,7.2,4,1,4,1,High
512,11031.0,1838.5,4473.0,135.0,1472.13,1648.0,6,5.0,0.0,5.0,5.0,2.0,2,2,4.0,0.0,0.33,0.33,0.17,0.33,12.83,8.38,1,1,2,2,Medium
513,9863.0,1972.6,3821.0,112.0,1641.62,1526.0,5,4.0,0.0,4.0,4.0,9.0,9,9,3.0,0.0,0.2,0.4,0.0,0.2,13.2,7.29,2,0,1,2,Medium
514,8702.0,2175.5,4376.0,65.0,1790.98,2130.5,4,1.0,0.0,1.0,1.0,8.0,8,8,4.0,0.0,0.5,0.25,0.25,0.25,14.75,5.38,1,0,1,2,Medium
515,12670.0,3167.5,4398.0,2144.0,1019.76,3064.0,4,5.0,0.0,5.0,5.0,3.0,3,3,4.0,0.0,0.5,0.0,0.5,0.0,8.5,4.8,2,0,1,1,Medium
516,24341.0,3477.29,4436.0,2460.0,877.95,3340.0,7,7.0,0.0,7.0,7.0,5.0,5,5,3.0,0.0,0.29,0.43,0.14,0.57,18.29,3.99,5,1,1,0,High
517,1303.0,434.33,914.0,72.0,433.09,317.0,3,1.0,0.0,1.0,1.0,3.0,3,3,4.0,0.0,0.33,0.0,0.0,0.0,11.0,8.72,1,1,1,0,Low
518,17706.0,2529.43,4923.0,534.0,1804.63,2118.0,7,2.0,0.0,2.0,2.0,6.0,6,6,3.0,0.0,0.57,0.0,0.0,0.14,11.71,6.55,2,3,1,1,High
519,21687.0,3098.14,4684.0,577.0,1353.52,3250.0,7,9.0,0.0,9.0,9.0,5.0,5,5,2.0,0.0,0.43,0.29,0.43,0.14,8.14,7.93,3,2,1,1,High
520,26378.0,3297.25,4587.0,614.0,1341.25,3731.5,8,5.0,0.0,5.0,5.0,2.0,2,2,4.0,0.0,0.62,0.12,0.12,0.25,13.0,5.21,2,3,2,1,High
521,10847.0,3615.67,7315.0,1680.0,3204.87,1852.0,3,7.0,0.0,7.0,7.0,10.0,10,10,3.0,0.0,1.0,0.0,0.33,0.0,12.33,2.08,1,2,0,0,Medium
522,23279.0,2586.56,4451.0,1344.0,980.19,2556.0,9,2.0,0.0,2.0,2.0,8.0,8,8,5.0,0.0,0.56,0.22,0.11,0.22,14.44,6.27,1,2,3,3,High
523,7721.0,2573.67,3594.0,2015.0,884.96,2112.0,3,7.0,0.0,7.0,7.0,6.0,6,6,1.0,0.0,0.0,0.33,0.33,0.33,10.0,7.94,0,2,1,0,Low
524,6355.0,2118.33,3098.0,1268.0,921.83,1989.0,3,7.0,0.0,7.0,7.0,3.0,3,3,3.0,0.0,0.67,0.33,0.33,0.33,15.33,6.66,1,0,1,1,Low
525,17537.0,2192.12,4352.0,450.0,1492.36,1635.5,8,7.0,0.0,7.0,7.0,1.0,1,1,5.0,0.0,0.25,0.25,0.38,0.25,9.0,9.01,4,0,2,2,High
526,15809.0,2258.43,3955.0,394.0,1418.13,2604.0,7,5.0,0.0,5.0,5.0,5.0,5,5,3.0,0.0,0.43,0.43,0.29,0.0,8.86,5.79,2,2,3,0,Medium
527,16417.0,1824.11,4531.0,767.0,1184.63,1394.0,9,9.0,0.0,9.0,9.0,2.0,2,2,4.0,0.0,0.44,0.22,0.22,0.0,8.89,5.06,3,1,2,3,Medium
528,18764.0,2680.57,4405.0,98.0,1802.12,3426.0,7,2.0,0.0,2.0,2.0,2.0,2,2,5.0,0.0,0.14,0.0,0.14,0.43,14.0,6.61,3,1,1,2,High
529,12706.0,2541.2,4404.0,389.0,1455.67,2857.0,5,4.0,0.0,4.0,4.0,9.0,9,9,1.0,0.0,0.2,0.4,0.2,0.4,10.8,10.83,2,0,3,0,Medium
530,37281.0,3389.18,4935.0,1404.0,1159.37,3293.0,11,10.0,0.0,10.0,10.0,10.0,10,10,3.0,0.0,0.18,0.45,0.09,0.09,7.55,7.01,4,3,0,4,High
531,9910.0,1982.0,3091.0,779.0,844.28,2122.0,5,8.0,0.0,8.0,8.0,7.0,7,7,2.0,0.0,0.2,0.4,0.4,0.2,8.4,8.65,1,1,0,3,Medium
532,7664.0,1532.8,4472.0,344.0,1679.08,1122.0,5,1.0,0.0,1.0,1.0,6.0,6,6,2.0,0.0,0.2,0.2,0.2,0.4,12.2,8.14,2,1,2,0,Low
533,14481.0,2068.71,4783.0,64.0,1965.75,1047.0,7,9.0,0.0,9.0,9.0,1.0,1,1,4.0,0.0,0.14,0.57,0.29,0.0,4.29,3.5,1,2,1,3,Medium
534,12608.0,2521.6,4455.0,79.0,1742.63,3143.0,5,5.0,0.0,5.0,5.0,10.0,10,10,3.0,0.0,0.2,0.4,0.0,0.6,15.2,8.7,2,0,2,1,Medium
535,17520.0,3504.0,4711.0,1981.0,1205.35,4083.0,5,3.0,0.0,3.0,3.0,2.0,2,2,3.0,0.0,0.0,0.2,0.2,0.8,18.4,6.11,2,0,2,1,High
536,11304.0,2826.0,4520.0,615.0,1626.2,3084.5,4,4.0,0.0,4.0,4.0,7.0,7,7,5.0,0.0,0.0,0.25,0.0,0.5,14.0,9.42,2,0,1,1,Medium
537,18226.0,2603.71,4321.0,339.0,1264.46,2608.0,7,1.0,0.0,1.0,1.0,3.0,3,3,4.0,0.0,0.43,0.0,0.29,0.0,8.57,6.5,0,1,4,2,High
538,15006.0,3001.2,4857.0,754.0,1537.44,3449.0,5,6.0,0.0,6.0,6.0,2.0,2,2,1.0,0.0,0.4,0.2,0.4,0.2,10.8,7.19,0,2,1,2,Medium
539,8159.0,2719.67,4600.0,611.0,2004.28,2948.0,3,8.0,0.0,8.0,8.0,6.0,6,6,4.0,0.0,0.33,0.0,0.0,0.67,17.0,4.58,0,2,0,1,Medium
540,12452.0,1778.86,3069.0,933.0,763.65,1536.0,7,2.0,0.0,2.0,2.0,8.0,8,8,3.0,0.0,0.14,0.29,0.14,0.43,16.14,5.18,3,1,1,2,Medium
541,11978.0,2994.5,4291.0,1330.0,1439.62,3178.5,4,2.0,0.0,2.0,2.0,8.0,8,8,2.0,0.0,0.5,0.5,0.0,0.0,8.25,6.8,3,0,1,0,Medium
542,18395.0,2299.38,4929.0,133.0,1638.19,2479.0,8,9.0,0.0,9.0,9.0,2.0,2,2,2.0,0.0,0.25,0.38,0.0,0.12,9.75,8.75,1,2,2,3,High
543,13713.0,2742.6,3902.0,1525.0,1001.16,2749.0,5,5.0,0.0,5.0,5.0,6.0,6,6,4.0,0.0,0.2,0.2,0.4,0.2,8.2,8.5,1,0,2,2,Medium
544,10169.0,2033.8,3951.0,25.0,1734.95,2911.0,5,5.0,0.0,5.0,5.0,5.0,5,5,3.0,0.0,0.2,0.2,0.0,0.2,8.4,8.85,4,0,0,1,Medium
545,3859.0,1929.5,1985.0,1874.0,78.49,1929.5,2,1.0,0.0,1.0,1.0,7.0,7,7,2.0,0.0,0.5,0.5,0.0,0.0,8.5,4.95,1,0,0,1,Low
546,4074.0,2037.0,2248.0,1826.0,298.4,2037.0,2,6.0,0.0,6.0,6.0,4.0,4,4,4.0,0.0,0.0,0.5,0.5,0.0,6.0,2.83,0,0,1,1,Low
547,1860.0,620.0,871.0,321.0,278.12,668.0,3,8.0,0.0,8.0,8.0,2.0,2,2,4.0,0.0,0.67,0.33,0.33,0.0,12.0,4.36,1,0,2,0,Low
548,14860.0,2122.86,3959.0,470.0,1358.39,2127.0,7,6.0,0.0,6.0,6.0,10.0,10,10,2.0,0.0,0.29,0.0,0.29,0.14,8.71,7.04,1,2,3,1,Medium
549,14506.0,3626.5,4852.0,2512.0,963.14,3571.0,4,7.0,0.0,7.0,7.0,3.0,3,3,2.0,0.0,0.5,0.25,0.0,0.0,12.75,5.97,0,0,3,1,Medium
